lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
73,0,71.0,1,21,4,3,2,0,0,1
68,2,132.3,10,18,4,3,0,0,3,1
65,1,82.13,11,19,4,1,2,3,0,0
8,1,126.0,7,19,4,2,0,0,0,1
96,1,118.8,6,29,4,2,0,0,0,1
5,0,65.0,11,18,2,2,0,0,0,1
1,2,112.0,2,14,3,2,2,0,3,1
45,0,85.0,3,21,3,2,1,0,0,1
35,0,81.9,3,7,4,2,1,0,0,0
64,2,115.5,9,5,4,2,1,0,3,1
2,1,205.0,9,30,4,1,0,0,3,1
3,1,0.0,7,30,1,1,1,0,4,1
22,1,156.0,5,21,4,1,0,0,3,1
43,2,109.2,4,28,4,3,0,3,0,1
70,1,79.5,10,31,4,2,1,3,0,1
60,1,96.3,12,9,4,4,0,0,0,1
203,0,112.5,12,8,4,3,0,1,0,1
27,1,130.92,2,28,4,3,2,0,3,1
186,0,80.75,9,2,3,2,2,0,0,1
104,0,143.1,6,9,4,3,0,0,0,0
51,0,85.5,9,11,3,1,2,0,0,1
43,1,73.1,3,10,4,3,0,3,0,1
77,1,69.84,2,8,4,5,1,0,0,1
53,1,119.7,6,30,4,2,0,0,0,1
11,0,122.33,4,29,4,2,1,3,0,0
34,0,100.5,4,14,4,3,0,3,0,0
45,1,94.5,4,13,4,2,0,3,0,1
15,2,200.0,11,7,4,2,1,0,0,1
14,0,82.0,9,17,3,2,0,1,0,1
298,0,76.0,5,10,3,2,0,0,0,1
54,2,143.1,4,30,4,1,1,0,0,1
14,0,87.12,5,31,4,3,0,0,0,1
33,0,85.5,9,28,3,3,0,0,0,1
18,2,77.0,1,30,4,1,1,3,0,1
127,1,91.48,10,2,4,3,2,0,0,1
0,0,65.0,3,1,2,2,0,0,0,1
80,1,94.5,7,24,4,0,2,3,0,1
44,0,78.26,3,12,4,3,2,0,0,0
0,0,0.0,8,11,1,1,0,0,0,1
91,0,117.9,8,21,4,0,2,0,0,1
129,1,146.7,8,11,4,3,2,0,3,1
252,2,95.4,9,16,4,1,0,3,0,0
43,0,152.05,2,25,4,3,2,0,5,1
97,0,80.75,10,30,3,1,2,0,0,0
9,1,85.0,12,18,4,1,0,3,0,1
189,0,109.8,10,28,4,2,1,0,3,0
13,2,124.0,9,22,4,3,0,0,0,1
1,2,106.0,8,28,4,2,1,0,0,1
57,1,115.6,4,12,4,5,0,0,3,1
1,0,95.0,9,20,0,1,0,0,0,1
140,1,103.5,8,12,4,2,0,3,0,1
217,1,80.75,9,1,3,3,1,0,0,1
225,0,150.11,12,29,4,3,2,0,5,1
32,0,149.4,9,11,4,1,2,0,3,0
48,0,67.5,2,19,4,2,1,3,0,0
11,1,133.5,3,26,4,2,2,0,0,1
120,0,131.33,12,23,4,5,2,1,3,1
59,2,137.7,4,21,4,1,0,0,3,1
73,0,77.04,4,26,3,3,0,0,0,1
24,0,65.0,11,1,2,0,1,0,0,1
13,0,82.0,1,11,3,2,1,0,0,1
13,0,114.55,2,29,4,3,1,1,0,1
137,0,90.95,6,28,4,4,0,0,0,0
127,0,152.4,6,20,4,2,1,0,3,1
14,0,112.0,2,4,2,3,0,0,6,1
9,2,0.0,9,11,1,0,1,0,6,1
215,2,100.8,5,4,4,4,0,0,0,0
131,1,101.15,7,11,4,4,1,0,0,1
76,0,82.45,7,1,3,5,2,0,3,1
12,0,61.0,1,16,3,2,2,0,0,1
29,2,96.3,11,6,4,2,1,0,0,1
1,0,86.0,2,10,4,3,0,0,0,1
63,0,105.3,7,23,4,5,2,0,0,0
10,0,129.0,10,14,3,2,1,0,0,1
19,2,82.8,2,7,4,1,2,0,3,1
31,2,124.25,9,16,4,2,2,0,1,1
10,1,87.78,10,4,4,0,1,3,0,1
177,1,68.68,10,30,3,3,2,0,0,1
30,0,127.15,10,28,3,1,0,0,3,1
103,0,94.5,7,18,3,1,2,1,0,0
6,1,75.0,3,20,3,0,2,0,0,1
196,0,80.75,5,12,3,3,1,0,0,1
7,1,120.0,10,25,4,1,0,3,0,1
101,0,61.5,12,31,3,3,1,0,3,1
93,1,109.83,8,13,4,1,0,0,1,1
53,2,77.86,11,29,4,4,0,0,1,1
80,0,108.0,10,9,3,2,0,1,3,1
120,0,94.5,7,18,4,1,1,3,0,1
60,0,85.5,6,10,3,5,2,0,0,1
38,0,81.0,6,19,3,1,2,0,0,0
0,0,124.0,9,8,4,1,0,0,0,1
16,2,98.0,10,19,2,1,0,0,0,1
12,0,89.89,12,10,4,2,2,0,0,1
77,0,107.95,4,16,4,2,2,0,3,0
17,0,78.3,1,23,4,1,0,0,0,1
290,0,72.0,6,17,4,2,1,0,0,0
10,0,90.33,12,1,4,3,0,3,0,1
38,1,97.75,6,26,4,2,2,0,0,1
159,0,144.0,9,19,3,2,1,0,0,0
56,2,162.0,8,26,4,2,2,0,3,1
114,0,198.9,5,20,4,2,0,0,5,0
94,0,117.9,8,23,4,2,0,0,0,0
185,0,84.82,8,25,4,3,2,0,1,0
1,0,115.0,8,4,4,1,0,0,0,1
6,1,97.0,3,11,4,2,1,3,0,1
53,2,74.8,12,17,4,5,2,3,0,1
119,0,76.5,8,5,4,2,0,0,0,1
42,0,93.6,3,22,4,1,0,0,0,1
3,1,86.0,2,1,4,1,1,0,0,1
193,1,149.81,9,28,4,3,1,0,0,0
13,2,107.0,12,6,4,0,2,0,0,1
189,1,106.75,8,15,4,4,1,1,0,0
2,0,72.1,2,26,3,2,0,0,0,1
189,1,60.0,3,25,3,2,1,0,3,1
43,1,145.2,10,15,4,4,2,0,3,1
88,0,90.6,10,5,3,1,1,1,0,1
48,1,158.0,10,22,4,1,1,0,5,1
208,2,112.5,8,21,4,0,2,0,0,0
75,2,115.85,5,22,4,2,2,0,0,1
119,0,90.9,4,15,4,2,0,0,0,0
8,0,171.67,3,24,4,3,0,0,3,0
98,1,90.6,10,30,4,1,2,0,0,1
90,1,95.7,4,9,4,2,2,0,0,1
91,0,65.0,9,14,2,2,0,0,0,1
34,1,78.3,1,16,4,1,2,0,0,1
41,0,69.29,12,27,3,5,2,0,0,1
13,0,54.75,10,20,3,4,0,0,0,1
215,1,96.3,8,8,4,2,1,0,0,0
71,1,88.83,3,17,4,3,1,0,3,1
65,0,123.98,9,5,4,3,1,0,3,1
6,0,65.0,5,18,2,1,0,0,0,1
9,0,91.0,2,12,4,7,3,0,0,0
56,0,142.2,8,29,4,4,1,0,3,0
0,0,75.0,3,7,3,2,1,0,0,1
42,0,89.0,6,13,2,1,1,0,0,1
174,3,90.9,11,1,4,3,0,0,0,1
93,1,126.9,6,20,4,1,1,0,0,1
109,0,75.76,4,16,4,2,2,0,1,1
170,2,108.9,10,3,4,3,1,0,0,0
151,0,70.0,1,19,3,3,0,0,0,1
18,0,104.0,11,25,4,2,0,0,0,0
259,0,96.1,10,2,4,3,2,0,0,0
38,3,77.23,11,2,4,4,0,0,3,1
0,0,116.45,6,28,2,1,0,0,0,1
4,1,112.0,5,21,3,1,1,1,0,1
17,1,91.0,2,15,4,3,1,0,0,1
88,1,140.0,12,6,4,5,0,0,3,1
114,0,57.73,3,11,4,1,0,0,0,1
10,1,160.0,7,24,4,0,1,0,0,0
20,0,80.0,12,27,3,2,0,0,0,1
89,1,72.42,7,11,4,1,1,3,0,1
199,0,119.0,12,28,4,4,2,0,3,1
49,1,69.22,1,15,4,2,0,0,0,1
50,0,89.1,10,20,4,1,0,3,0,0
79,0,112.05,7,9,4,2,2,0,0,0
52,0,73.95,2,4,4,3,2,0,0,0
8,3,176.34,5,27,4,2,2,0,3,1
29,0,59.29,9,17,3,5,2,0,3,1
166,1,103.5,8,6,4,1,2,3,0,0
114,0,99.9,5,2,4,1,1,0,0,0
65,2,80.1,10,28,4,1,0,3,0,1
92,0,100.0,3,26,4,1,2,0,0,0
207,0,63.75,8,8,3,0,1,3,0,1
70,2,128.7,4,4,4,2,1,0,3,1
23,1,119.0,10,20,4,2,0,3,0,0
73,0,85.0,7,14,3,3,0,0,0,1
275,0,110.0,4,17,4,0,2,1,0,0
97,2,159.3,8,20,4,1,2,0,3,1
120,0,152.1,9,26,4,1,1,0,0,0
175,2,83.01,11,12,4,2,2,0,0,0
133,1,121.5,7,12,4,3,0,0,0,1
225,0,106.25,10,17,4,4,1,0,0,0
73,0,126.9,6,9,4,3,1,0,0,0
126,2,106.03,5,4,4,4,0,0,3,1
4,1,180.0,9,25,4,1,2,0,0,1
53,2,113.4,10,5,4,2,0,0,0,1
7,0,173.0,3,23,4,3,0,0,3,1
0,2,152.0,9,9,4,3,0,0,0,1
53,1,119.1,4,25,4,2,1,0,3,0
207,0,98.1,10,4,4,1,0,3,0,0
15,0,54.5,3,1,3,4,0,0,3,1
67,1,135.9,8,4,4,3,1,0,0,1
39,1,94.5,4,24,4,0,1,3,0,1
6,0,139.0,6,30,4,1,0,3,0,0
53,1,61.5,2,27,3,4,2,0,0,1
1,0,65.0,9,30,2,1,0,0,0,1
43,0,65.0,10,31,3,1,2,0,3,1
128,2,76.5,8,8,4,1,1,0,0,1
5,0,104.0,6,14,2,3,0,0,0,1
92,2,68.0,7,6,4,3,1,0,0,0
18,0,97.02,6,13,4,0,1,0,3,1
129,0,118.8,8,25,4,2,0,0,3,1
0,2,155.0,9,15,4,1,0,0,3,1
146,0,75.0,12,29,3,3,0,0,0,1
14,1,79.0,2,13,4,1,2,3,0,1
107,1,46.63,12,23,4,4,2,0,0,1
4,1,119.0,8,29,4,0,1,3,0,1
0,0,65.0,11,18,2,1,0,0,0,1
58,1,207.9,8,6,4,1,1,0,5,1
163,0,96.3,8,26,4,2,0,0,0,0
261,0,68.51,12,26,4,7,3,3,0,0
115,0,55.08,7,30,4,3,0,3,0,0
25,1,64.67,12,2,4,2,2,0,0,1
157,1,72.25,7,7,3,3,1,0,0,1
17,2,129.0,7,29,4,1,0,0,0,1
141,0,90.0,11,25,4,2,0,0,0,1
133,2,118.8,10,3,4,0,1,0,0,1
0,0,111.67,10,15,4,1,2,3,0,1
42,2,147.9,8,27,4,4,2,0,3,1
29,0,104.0,12,17,4,1,1,0,0,0
125,2,72.25,12,23,4,4,0,0,0,1
6,0,105.0,12,6,2,1,0,0,4,1
104,1,69.3,11,12,4,3,2,0,0,1
123,0,71.6,5,4,4,4,0,0,0,1
18,4,300.0,10,22,4,1,1,0,6,1
21,3,182.0,6,28,4,4,0,0,3,1
27,2,113.0,12,7,4,3,0,0,0,1
69,1,80.1,10,25,4,2,0,3,0,0
209,1,81.77,4,25,4,2,1,0,0,1
66,0,137.7,7,29,4,1,0,0,3,1
188,0,80.75,9,26,3,3,1,0,0,1
10,0,110.0,5,29,2,5,3,0,0,1
31,1,134.1,9,11,4,2,1,0,0,1
24,2,155.0,5,21,4,1,1,0,3,1
87,0,141.3,6,26,4,3,2,1,0,0
123,2,90.0,12,9,4,2,1,0,0,1
1,0,85.0,2,12,3,2,1,0,0,1
4,1,106.14,8,14,4,5,2,0,0,1
114,1,85.0,12,1,4,3,1,0,0,0
13,1,93.17,7,19,4,2,0,0,0,1
3,2,158.5,6,28,4,4,0,0,3,1
77,0,129.6,7,7,4,3,1,0,3,0
1,0,70.0,6,17,3,2,1,0,0,1
98,0,146.7,6,29,4,4,0,0,3,0
3,0,139.0,3,23,4,2,0,0,0,0
89,1,63.49,4,7,4,3,1,0,0,1
91,2,113.4,10,3,4,1,1,0,0,1
167,0,105.3,8,6,4,1,0,0,0,0
54,0,94.0,11,6,2,3,2,0,3,1
106,2,84.58,7,13,3,4,0,0,0,1
40,1,149.4,8,13,4,1,1,0,3,1
102,0,40.67,1,3,3,1,2,0,0,1
23,0,133.95,6,12,4,0,1,0,3,1
144,0,213.3,9,22,4,3,1,1,3,0
7,1,103.0,3,7,4,3,1,0,0,1
32,1,214.21,10,29,4,1,2,0,6,1
25,0,64.64,2,7,4,2,2,0,0,1
19,0,90.0,6,22,2,2,0,0,0,1
63,0,80.1,3,28,4,1,1,3,0,0
14,1,109.0,3,11,4,2,1,0,0,1
26,2,144.5,4,11,4,3,1,0,3,1
16,1,103.0,3,18,4,1,0,0,0,1
6,0,179.38,11,9,2,1,0,0,0,1
1,1,110.0,6,2,2,2,0,0,0,1
0,0,84.0,4,5,3,1,0,3,0,1
41,2,139.5,10,4,4,5,0,0,3,1
117,0,146.7,7,14,4,3,0,0,3,0
42,0,97.63,3,20,4,2,2,0,0,0
8,0,109.25,10,28,4,4,0,3,0,1
14,1,89.32,3,29,4,2,0,0,3,1
200,1,187.5,8,24,4,4,0,1,3,0
8,0,95.0,4,5,4,1,0,0,0,1
171,0,99.45,8,5,4,2,2,0,0,0
17,1,183.0,9,16,4,1,0,0,3,1
61,0,87.3,3,10,4,3,0,0,3,0
52,1,118.0,8,28,4,0,1,3,0,0
42,1,171.9,6,23,4,1,0,0,5,0
36,0,134.46,9,10,4,1,2,0,3,0
146,0,186.3,8,11,4,2,0,0,5,1
51,0,181.19,8,29,4,1,1,0,6,1
15,1,70.0,12,27,3,5,1,0,0,1
214,1,90.95,10,20,4,5,2,0,0,1
31,0,72.31,2,21,4,2,2,0,0,1
156,1,93.08,7,2,4,2,2,0,0,0
103,0,205.0,12,31,3,1,2,0,0,0
3,0,240.0,10,11,4,1,0,0,5,0
56,2,123.98,9,5,4,3,1,0,3,1
0,0,119.97,9,23,4,2,0,0,0,1
22,0,71.0,11,17,2,1,0,0,0,1
83,2,112.59,9,28,4,1,0,3,0,1
3,0,65.0,11,29,2,2,2,0,0,1
40,1,82.1,3,7,4,2,1,3,0,1
7,1,115.0,2,15,3,4,1,0,0,1
0,1,65.0,10,5,2,2,0,0,0,1
115,0,89.25,9,10,4,3,1,0,0,1
8,0,80.27,12,4,4,2,1,0,0,1
188,1,84.82,8,25,4,3,2,0,1,1
18,2,158.0,12,30,4,2,0,0,0,1
198,3,116.1,9,15,4,1,0,3,0,1
68,1,87.3,9,7,4,1,0,3,0,0
41,0,70.0,12,27,3,5,1,0,0,1
13,1,75.0,10,6,3,3,0,0,3,1
43,1,126.9,5,24,4,2,0,0,0,1
245,0,0.0,9,17,4,1,2,1,0,1
0,0,159.0,7,5,4,1,0,0,0,1
54,1,150.45,5,13,4,2,2,0,3,1
61,0,78.41,3,17,4,3,1,3,0,0
1,0,149.0,4,24,4,0,1,0,0,0
267,1,128.7,10,26,4,3,0,0,3,0
116,1,85.5,12,29,4,4,0,0,0,1
1,0,221.0,6,3,4,1,0,0,5,0
65,1,89.25,10,14,4,4,0,0,0,1
349,0,90.0,10,4,3,5,1,0,0,1
12,0,131.0,4,25,4,0,1,0,0,0
220,1,90.0,8,15,4,1,1,3,0,1
20,1,141.0,6,18,4,1,2,0,0,1
50,2,69.57,2,22,4,4,1,0,0,1
9,3,127.0,6,23,4,1,0,0,3,1
137,0,133.2,8,23,4,4,0,0,3,0
176,1,80.75,7,5,4,6,2,3,0,1
0,0,159.0,5,24,2,1,0,0,4,1
178,0,72.25,8,18,3,5,2,0,0,0
104,1,91.48,10,18,4,4,0,0,0,1
0,1,145.0,9,21,4,3,1,0,0,1
7,1,66.0,8,5,3,3,0,0,0,1
19,1,73.9,1,30,4,1,0,0,0,1
89,0,75.0,5,9,3,2,1,0,0,1
76,0,126.9,5,17,4,3,0,0,0,1
9,2,235.63,7,28,4,1,0,0,6,1
20,0,67.0,10,13,2,1,0,0,0,1
115,2,170.63,12,27,4,5,0,0,6,1
167,0,78.2,10,5,3,2,0,0,0,0
117,0,72.5,8,1,3,1,2,1,0,1
52,1,107.0,3,19,3,1,2,1,0,1
82,1,107.1,8,13,4,1,1,3,0,0
56,1,207.9,8,6,4,1,1,0,5,1
59,0,99.85,4,27,4,4,0,3,0,0
99,0,121.5,7,16,4,1,0,0,0,0
28,1,115.03,4,17,4,1,2,0,0,0
31,1,77.47,6,26,4,1,2,0,0,1
86,1,93.6,12,15,4,2,0,0,0,1
8,0,81.0,2,12,4,2,0,3,0,1
57,2,202.5,10,12,4,2,0,1,3,1
70,0,40.67,1,15,3,2,1,0,0,1
61,0,74.8,11,16,4,4,0,3,0,0
9,1,155.0,10,17,4,3,1,0,0,1
4,2,52.5,12,26,3,2,2,3,0,1
1,0,135.0,9,17,2,1,0,0,0,1
192,0,80.75,6,18,3,2,2,0,0,1
99,0,80.5,2,19,2,2,0,0,0,1
223,0,102.85,10,3,4,3,1,0,0,0
30,1,80.47,11,4,4,1,0,3,0,0
47,0,99.9,4,12,4,1,0,0,0,0
41,2,109.0,10,27,4,1,0,3,0,1
59,0,101.1,6,27,4,2,1,3,0,0
62,0,72.75,3,7,4,4,1,3,0,0
180,2,82.08,8,15,4,5,2,0,3,1
81,1,76.5,7,27,4,2,1,0,0,0
10,3,157.0,4,25,4,2,1,0,3,1
20,2,89.0,9,11,4,0,2,3,0,1
117,0,123.62,4,29,4,2,0,0,4,0
91,0,80.0,4,4,3,2,1,0,0,0
86,1,95.85,3,26,4,3,2,0,0,1
40,0,128.4,6,8,4,3,0,0,3,0
22,3,130.0,11,11,4,2,0,0,3,1
36,2,88.4,12,21,4,4,1,0,0,1
173,0,105.3,8,2,4,2,0,0,0,0
155,0,113.4,10,3,4,1,1,0,0,0
54,0,144.0,8,28,4,3,2,1,0,1
24,0,68.07,12,13,4,4,0,0,0,1
109,0,104.4,10,28,4,2,0,0,3,0
125,2,90.67,7,2,4,4,2,3,0,1
64,1,109.65,4,1,4,10,4,0,3,0
95,2,72.25,12,4,4,2,2,0,0,1
162,0,60.0,9,17,3,3,0,0,0,1
18,1,126.0,10,9,4,1,0,0,0,1
33,2,105.3,10,19,4,1,1,0,3,1
16,0,124.8,5,19,3,1,0,0,3,1
8,1,104.5,11,6,4,2,2,0,0,1
53,2,79.2,11,11,4,2,0,3,0,1
47,1,72.36,10,19,3,3,1,0,1,1
138,0,72.5,8,22,3,1,2,1,0,1
5,0,162.0,10,17,2,1,1,0,0,1
55,1,95.1,6,26,4,1,2,3,0,1
4,0,75.0,8,11,2,2,0,0,0,1
64,2,149.0,11,17,4,3,0,0,3,1
67,2,95.4,12,5,4,1,2,3,0,1
40,1,67.5,2,24,4,4,0,3,0,0
47,0,85.0,3,20,3,2,2,0,0,0
43,0,85.0,10,13,3,1,0,0,0,1
59,0,75.0,10,29,3,2,0,0,0,1
115,0,76.0,2,27,3,3,2,0,0,1
41,0,150.3,6,8,4,4,0,0,3,0
170,1,85.0,7,19,4,4,0,3,0,1
9,0,91.6,9,7,4,1,1,0,0,1
68,1,99.45,3,20,4,3,2,0,3,1
12,1,142.33,9,18,4,1,2,3,0,1
34,1,66.0,2,17,3,4,1,0,0,1
123,1,76.5,7,13,4,0,1,0,0,0
7,1,215.0,4,15,3,2,0,1,4,1
90,1,90.95,4,13,4,4,0,0,0,1
110,0,118.06,7,3,3,2,2,1,3,1
29,2,104.5,9,1,4,2,0,3,0,1
143,2,118.8,10,18,4,1,0,0,0,1
7,1,95.0,6,13,4,1,1,0,0,1
6,1,69.5,1,15,4,2,0,3,0,1
3,1,161.7,9,22,4,1,0,0,3,1
66,2,125.1,9,22,4,1,0,3,0,1
23,0,119.85,6,15,4,1,0,0,0,0
86,1,109.8,11,30,4,2,0,0,0,0
55,1,135.9,9,18,4,0,1,0,0,1
141,0,103.05,8,22,4,3,1,0,0,0
43,0,122.4,11,1,4,4,0,0,3,1
28,3,105.9,11,28,4,5,1,0,0,1
9,0,104.0,6,22,4,2,0,0,0,1
261,2,161.25,10,22,4,1,2,1,0,0
101,1,90.3,4,6,4,3,0,0,0,1
18,2,155.0,11,6,4,0,2,0,0,1
58,1,152.7,9,28,4,3,0,0,3,1
130,0,159.3,6,9,4,2,0,0,3,0
29,0,87.0,3,4,3,2,1,0,0,1
58,0,132.3,10,13,4,3,0,0,3,0
163,2,126.9,9,23,4,1,0,0,0,0
248,2,83.38,10,13,4,3,2,0,0,1
42,0,140.58,8,25,4,3,2,0,3,1
5,0,113.0,8,17,4,1,0,3,0,1
113,0,126.65,5,18,4,4,1,3,0,0
45,0,185.6,10,8,4,1,2,1,3,1
4,1,101.0,11,4,4,4,0,0,0,1
18,2,75.0,12,18,4,1,0,3,0,1
0,0,65.0,1,20,2,1,0,0,0,1
80,0,0.0,9,26,4,2,1,1,0,1
372,0,93.3,12,28,4,3,0,0,0,0
214,1,96.3,8,11,4,3,0,0,0,0
16,0,91.8,12,29,4,3,1,3,0,1
240,0,95.4,9,14,4,2,0,3,0,0
135,1,99.9,5,6,4,2,0,0,0,1
85,0,86.36,7,5,3,3,0,0,0,1
2,1,110.0,10,6,2,1,0,0,3,1
99,0,93.08,4,17,4,2,2,0,3,0
126,0,130.5,8,6,4,1,2,0,0,0
48,1,93.6,12,4,4,1,2,0,0,1
1,0,129.0,5,13,4,1,0,3,0,1
56,1,180.0,3,20,4,0,2,0,5,0
7,0,79.0,12,13,2,2,0,0,0,1
34,0,111.6,9,7,4,1,0,0,3,1
15,1,141.0,5,2,4,1,1,0,0,1
29,0,139.0,10,21,4,2,0,0,0,0
26,0,197.78,4,25,4,4,1,0,5,0
5,2,200.33,10,28,4,2,1,1,0,1
105,0,137.7,7,23,4,1,0,0,3,0
65,0,161.5,3,20,4,2,2,0,5,0
36,3,149.0,11,11,4,2,0,0,3,1
166,1,127.8,8,12,4,2,1,0,3,0
11,0,115.0,4,15,4,2,0,3,0,1
89,1,159.3,4,30,4,1,2,0,3,0
75,1,140.4,5,3,4,2,0,0,3,0
36,0,0.0,12,3,1,1,1,0,0,1
62,0,143.1,5,7,4,1,0,0,0,0
0,1,147.5,7,6,4,4,0,0,0,1
76,1,80.75,9,15,4,5,0,0,0,1
156,0,114.75,7,24,4,5,4,0,0,0
0,2,106.84,8,19,4,9,3,0,0,1
139,0,130.99,7,13,4,7,2,0,3,0
10,2,107.67,11,18,4,2,1,0,0,1
125,2,80.75,10,20,4,5,1,0,0,1
40,0,85.5,8,31,3,4,0,0,0,1
155,0,103.5,7,18,4,1,1,3,0,0
0,1,90.95,6,17,3,2,0,0,3,1
33,0,62.0,1,25,2,1,1,0,0,0
2,1,0.0,9,10,1,1,0,0,0,1
104,2,142.2,7,21,4,3,1,0,3,1
117,1,127.8,12,24,4,1,1,1,0,0
0,1,65.0,5,17,2,3,0,0,0,1
2,0,123.0,10,18,2,1,2,0,0,1
11,0,104.0,4,11,0,2,1,0,0,1
201,1,127.0,5,24,4,2,0,0,0,0
71,1,131.4,8,26,4,2,2,0,0,1
148,0,69.33,4,23,4,1,2,0,0,1
206,1,102.85,10,6,4,5,2,0,0,0
18,2,151.0,8,6,4,2,2,0,0,1
34,1,105.3,4,22,4,1,0,0,0,1
35,0,144.63,10,2,4,2,2,0,3,1
386,0,90.0,10,23,3,0,2,1,0,0
5,1,126.0,4,20,4,3,0,0,3,1
14,1,137.16,11,7,4,1,1,0,0,1
152,1,90.67,8,19,4,4,2,3,0,0
79,1,90.95,3,24,4,3,1,0,0,0
49,0,76.5,9,2,3,3,0,0,0,1
2,1,102.0,2,12,3,2,2,0,0,1
150,1,109.8,8,27,4,1,0,0,3,1
301,0,90.0,7,30,3,1,1,1,0,1
11,2,182.0,3,24,4,2,0,0,3,1
71,0,73.95,3,13,4,3,2,0,0,0
53,1,88.0,11,4,4,2,0,3,0,1
150,1,114.66,8,30,4,5,0,0,0,1
78,1,149.4,9,1,4,3,0,0,3,1
87,0,100.0,9,11,2,1,0,0,0,0
141,0,139.95,8,17,4,6,2,0,3,0
38,1,108.0,11,4,4,1,0,0,0,1
4,0,63.6,1,24,4,2,2,0,3,1
88,2,120.8,7,13,4,4,1,0,3,1
35,0,214.76,8,17,4,3,0,0,6,0
66,2,67.91,12,5,4,1,1,0,0,1
34,0,122.4,6,19,4,1,2,0,3,0
83,0,112.8,9,1,3,1,0,0,0,1
12,1,132.39,12,10,4,2,2,0,3,1
31,0,71.0,2,4,2,2,0,0,0,1
78,2,86.4,11,23,4,1,0,0,0,1
92,0,89.55,9,12,3,2,2,0,0,1
67,1,103.14,12,27,4,3,2,0,0,1
7,0,79.0,12,13,2,1,0,0,0,1
12,0,73.0,2,16,2,1,0,3,0,1
139,1,98.87,8,23,4,5,2,0,0,1
3,0,153.0,8,13,4,1,0,3,5,1
1,1,65.76,12,5,4,3,1,0,0,1
152,1,83.83,6,29,4,4,0,0,1,1
2,0,205.0,10,10,4,1,1,0,5,0
7,1,101.45,8,24,4,4,0,0,3,0
0,0,163.18,5,18,2,1,0,0,0,0
37,1,99.0,9,2,4,1,0,3,0,0
76,1,109.8,6,27,4,3,1,0,0,1
289,0,67.0,10,17,3,1,0,0,0,1
287,0,100.3,9,29,4,3,1,0,0,0
18,0,156.0,5,13,4,1,0,0,3,0
43,0,150.3,6,30,4,3,0,0,3,0
38,0,118.8,4,21,4,3,1,0,3,0
115,0,64.75,2,27,3,6,2,0,0,0
94,0,73.95,3,19,4,2,2,0,0,0
13,0,109.0,10,19,2,3,1,0,0,1
147,0,90.95,4,11,4,5,1,3,0,0
1,0,80.0,11,27,3,2,1,0,0,1
65,1,76.5,7,11,4,1,2,0,0,0
21,0,131.0,3,4,4,1,0,1,0,1
32,1,150.0,7,18,3,1,1,0,0,1
267,0,121.5,12,31,4,1,1,0,3,1
62,0,60.0,11,19,3,3,0,0,3,1
8,1,81.0,2,26,4,2,0,3,0,1
20,4,129.5,3,9,4,4,0,0,3,1
5,2,194.0,5,20,4,1,0,1,3,1
13,0,65.0,11,29,2,1,0,0,0,1
38,0,59.5,11,10,3,3,1,3,0,1
53,0,85.0,3,29,3,5,0,0,0,1
32,1,117.9,5,21,4,1,1,0,0,0
243,0,95.4,9,9,4,2,1,3,0,0
5,0,80.0,12,1,2,3,0,0,0,1
110,1,104.4,10,28,4,2,1,0,3,1
50,2,126.0,10,16,4,2,2,0,0,1
0,1,149.0,6,28,4,1,0,0,0,1
0,0,85.0,10,30,3,1,0,0,0,1
24,0,89.25,6,13,4,1,1,0,0,1
76,1,131.26,5,12,4,3,1,0,0,1
8,2,120.0,10,20,4,3,0,0,0,1
30,2,139.5,9,15,4,1,0,0,0,1
88,2,131.4,8,19,4,1,0,0,3,1
15,0,60.0,12,27,3,1,0,0,0,1
88,0,68.0,10,7,2,2,1,0,0,1
63,1,88.4,11,17,4,3,1,0,0,1
0,0,79.0,11,29,2,1,0,0,0,1
22,1,161.5,9,24,4,2,2,0,3,1
28,1,130.66,7,2,4,3,2,3,0,1
2,0,159.07,9,14,2,2,0,0,5,1
62,1,81.9,11,15,4,2,2,0,3,1
39,0,129.7,9,25,4,0,1,0,0,1
8,1,125.8,12,29,4,3,2,0,3,1
0,0,65.0,7,19,2,1,0,0,0,1
30,1,126.9,5,21,4,1,0,0,0,1
106,2,151.2,10,11,4,3,0,0,3,0
196,0,121.98,9,3,4,6,2,0,3,0
172,1,90.95,9,18,3,1,2,0,3,1
1,2,95.0,8,11,4,1,0,0,0,1
280,2,94.5,12,6,4,3,0,0,0,0
130,2,6.0,3,25,1,1,0,0,0,1
210,0,72.25,8,15,3,5,2,0,0,1
53,0,149.4,9,11,4,2,2,0,3,0
71,0,75.0,11,25,3,2,0,0,0,1
66,1,231.0,11,17,4,3,0,1,5,0
10,2,120.0,10,26,4,1,0,3,0,1
1,0,88.0,11,22,2,1,0,0,0,1
50,1,139.5,10,8,4,1,2,0,3,0
43,3,127.1,7,3,4,2,2,0,0,1
113,0,116.1,6,9,4,3,0,3,0,1
88,0,72.25,7,26,3,4,0,0,0,1
48,0,72.9,3,7,4,2,1,0,0,0
105,3,102.83,11,12,4,5,2,0,0,1
2,0,65.0,10,2,3,2,1,0,0,1
29,1,104.0,12,1,4,3,2,0,0,1
42,0,168.3,8,23,4,5,0,0,3,1
8,1,127.0,8,28,4,0,2,3,0,1
